Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,nan,CH4,C2H6,H20,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC,Rho,Rho_err,Sc,V,U,W,WD,V_err,U_err,Sc_avg,WD_avg,V_avg,U_avg,W_avg,U_err_avg,V_err_avg,Nx,Ny,cross_wind,cross_wind_err,CH4_sub,CH4_res,CH4_adj,CH4_adj_err,BG_Samples_CH4,C2H6_sub,C2H6_res,C2H6_adj,C2H6_adj_err,BG_Samples_C2H6
2023-06-06 10:45:37.993424-07:00,5.455889,6.27,-0.72,6.23,-0.03,21.37,861.95,61.19,39.0,-1.0,,,,,,,,,,,1.86756,18.327,15818.1,28.3308,11884.0,0.476237,-1.0,17.0,-1229.0,94.0,,0.0,2023-06-06 10:45:32.044,2023-06-06 17:45:37.993424+00:00,1.0195349821392943,0.01370548149271093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:38.191387-07:00,5.653852,5.26,-0.58,5.23,-0.02,21.53,861.96,60.56,33.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:38.191387+00:00,1.018993235347995,0.013696182935371325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:38.391622-07:00,5.854087,5.41,-0.21,5.41,-0.03,21.57,861.97,60.41,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:38.391622+00:00,1.0188667557173903,0.013693890678356208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:38.592169-07:00,6.054634,3.54,0.58,3.46,0.46,22.12,862.01,58.34,38.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:38.592169+00:00,1.0170161034163916,0.013662058161303529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:38.792101-07:00,6.254566,2.88,0.36,2.77,0.69,22.49,862.03,57.09,37.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:38.792101+00:00,1.0157668521212362,0.013640700476368787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:38.993106-07:00,6.455571,4.3,-0.71,4.24,0.12,22.32,862.02,57.81,31.0,-1.0,,,,,,,,,,,1.87956,17.7066,15938.9,28.337,11919.0,0.426148,-1.0,15.0,-1247.0,94.0,,0.0,2023-06-06 10:45:33.068,2023-06-06 17:45:38.993106+00:00,1.0163394879630423,0.013650501752729981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:39.191497-07:00,6.653962,6.19,-1.41,6.02,0.04,21.1,861.98,62.29,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:39.191497+00:00,1.0205060115470226,0.013721392673513607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:39.391640-07:00,6.854105,6.11,-1.17,6.0,0.11,21.22,861.9,61.84,39.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:39.391640+00:00,1.0199953279079188,0.013714045512896358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:39.591398-07:00,7.053863,4.25,-0.52,4.18,0.55,21.53,861.96,60.47,35.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:39.591398+00:00,1.018993235347995,0.013696182935371325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:39.791644-07:00,7.254109,3.79,1.11,3.57,0.63,21.53,862.0,60.55,30.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:39.791644+00:00,1.0190405226112251,0.01369634499771266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:39.992961-07:00,7.455426,5.6,0.21,5.59,-0.15,20.99,861.99,62.65,34.0,-1.0,,,,,,,,,,,1.86729,18.1899,15998.6,28.3436,11910.0,0.413359,-1.0,17.0,-1225.0,94.0,,0.0,2023-06-06 10:45:34.092,2023-06-06 17:45:39.992961+00:00,1.0208994953096946,0.013727876767107267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:40.192187-07:00,7.654652,5.3,0.15,5.29,0.12,21.33,861.96,61.35,40.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:40.192187+00:00,1.0196852981266882,0.013707858879213579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:40.391798-07:00,7.854263,6.49,-0.09,6.49,-0.28,20.12,861.98,66.08,33.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:40.391798+00:00,1.0239161656415978,0.013779015317298998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:40.591612-07:00,8.054077,5.43,0.08,5.42,-0.26,20.79,861.97,63.42,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:40.591612+00:00,1.0215704233688143,0.013739526285498538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:40.791393-07:00,8.253858,5.05,-0.16,5.04,0.24,21.11,861.95,62.24,36.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:40.791393+00:00,1.0204358150603714,0.013720685195946167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:40.992589-07:00,8.455054,3.67,0.78,3.52,0.69,22.05,861.98,58.64,39.0,-1.0,,,,,,,,,,,1.86287,18.0376,16082.9,28.3503,11925.0,0.447541,-1.0,14.0,-1237.0,94.0,,0.0,2023-06-06 10:45:35.116,2023-06-06 17:45:40.992589+00:00,1.0172218627971255,0.013666000765688321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:41.192264-07:00,8.654729,4.14,0.51,4.08,0.44,21.78,862.01,59.62,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:41.192264+00:00,1.01818853577377,0.0136818185852107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:41.392269-07:00,8.854734,5.72,0.39,5.71,-0.08,21.05,861.98,62.35,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:41.392269+00:00,1.0206794490064972,0.013724320715422228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:41.592066-07:00,9.054531,5.48,0.81,5.42,0.12,21.22,861.98,61.9,38.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:41.592066+00:00,1.0200900020304766,0.013714370564107351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:41.791867-07:00,9.254332,4.96,0.89,4.87,0.22,21.13,861.98,62.25,37.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:41.791867+00:00,1.0204019773607158,0.013719636459330624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:41.993012-07:00,9.455477,5.41,0.3,5.4,-0.0,21.31,861.98,61.55,31.0,-1.0,,,,,,,,,,,1.86714,18.2934,16011.6,28.3565,11933.0,0.457692,-1.0,16.0,-1268.0,94.0,,0.0,2023-06-06 10:45:36.140,2023-06-06 17:45:41.993012+00:00,1.019778217407157,0.013709108786162981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:42.192097-07:00,9.654562,4.75,0.32,4.74,0.17,21.29,861.97,61.65,34.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:42.192097+00:00,1.0198356549552685,0.0137102371084584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:42.391627-07:00,9.854092,5.52,-0.34,5.51,0.04,21.33,861.99,61.4,39.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:42.391627+00:00,1.0197207876609402,0.01370798065216827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:42.592269-07:00,10.054734,5.14,0.68,5.1,0.08,21.41,861.98,61.12,33.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:42.592269+00:00,1.019432013503909,0.013703267189338628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:42.791719-07:00,10.254184,5.81,-0.07,5.81,-0.08,21.25,861.97,61.72,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:42.791719+00:00,1.0199742195823005,0.013712575559619224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:42.992879-07:00,10.455344,3.61,0.54,3.53,0.48,21.59,862.0,60.53,36.0,-1.0,,,,,,,,,,,1.87175,17.9138,15997.1,28.3621,11929.0,0.445645,-1.0,17.0,-1316.0,94.0,,0.0,2023-06-06 10:45:37.164,2023-06-06 17:45:42.992879+00:00,1.0188330772988934,0.013692846075327983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:43.192347-07:00,10.654812,3.45,-1.43,3.14,-0.11,22.2,862.02,58.29,38.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:43.192347+00:00,1.016752424271001,0.013657457365799222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:43.392167-07:00,10.854632,2.71,0.61,2.54,0.75,22.4,862.03,57.6,33.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:43.392167+00:00,1.0160761703979777,0.013645908878153023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:43.591394-07:00,11.053859,2.69,0.25,2.64,0.43,22.1,862.05,58.65,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:43.591394+00:00,1.017132191249743,0.013663380140579863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:43.791822-07:00,11.254287,6.39,-0.71,6.33,-0.42,20.43,862.02,64.99,39.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:43.791822+00:00,1.0228824460400576,0.013760898237952252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:43.992882-07:00,11.455347,6.93,-0.4,6.89,-0.63,20.36,861.96,65.25,37.0,-1.0,,,,,,,,,,,1.87408,17.6961,15999.1,28.3613,11939.0,0.408736,-1.0,19.0,-1294.0,94.0,,0.0,2023-06-06 10:45:38.188,2023-06-06 17:45:43.992882+00:00,1.0230551824208616,0.01376477618672594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:44.191909-07:00,11.654374,7.54,0.07,7.53,-0.32,20.09,861.93,66.36,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:44.191909+00:00,1.0239615183273107,0.013780581739789676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:44.391824-07:00,11.854289,7.19,0.19,7.19,-0.07,20.17,861.89,66.02,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:44.391824+00:00,1.0236347368865808,0.013775694168365684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:44.592019-07:00,12.054484,6.41,-0.57,6.37,-0.38,20.38,861.99,65.17,40.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:44.592019+00:00,1.0230210797887562,0.01376372062959243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:44.792026-07:00,12.254491,6.71,-0.15,6.68,-0.58,20.27,861.98,65.68,35.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:44.792026+00:00,1.023392726800189,0.01377016358644004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:44.993285-07:00,12.45575,4.81,-0.94,4.7,0.41,21.26,861.96,61.76,31.0,-1.0,,,,,,,,,,,1.87692,17.2661,16079.2,28.3677,11935.0,0.379743,-1.0,14.0,-1292.0,94.0,,0.0,2023-06-06 10:45:39.212,2023-06-06 17:45:44.993285+00:00,1.0199277422381954,0.013711950253500697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:45.192273-07:00,12.654738,4.5,-0.39,4.45,0.55,21.13,861.96,62.24,36.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:45.192273+00:00,1.0203783015915016,0.013719555126192117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:45.391989-07:00,12.854454,5.61,0.18,5.61,-0.12,20.55,861.97,64.51,40.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:45.391989+00:00,1.0224052102316283,0.01375363042769148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:45.592118-07:00,13.054583,5.69,0.15,5.69,-0.05,20.32,861.99,65.43,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:45.592118+00:00,1.023230236652447,0.013767256559267938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:45.791520-07:00,13.253985,6.58,0.25,6.58,0.05,20.95,861.94,62.85,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:45.791520+00:00,1.0209791203229608,0.013730017682463107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:45.993634-07:00,13.456099,4.86,1.57,4.59,0.31,20.89,861.93,63.23,38.0,-1.0,,,,,,,,,,,1.87063,17.6148,15947.5,28.3738,11941.0,0.366649,-1.0,16.0,-1270.0,94.0,,0.0,2023-06-06 10:45:40.236,2023-06-06 17:45:45.993634+00:00,1.0211756075170066,0.013733495225822918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:46.191650-07:00,13.654115,6.12,0.11,6.12,-0.14,20.44,861.97,64.95,38.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:46.191650+00:00,1.0227882770020413,0.013760104690302227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:46.391940-07:00,13.854405,3.46,-0.08,3.42,0.47,21.14,861.96,62.19,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:46.391940+00:00,1.0203436290473584,0.01371896983083697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:46.591826-07:00,14.054291,2.8,-0.61,2.63,0.76,21.95,862.01,59.26,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:46.591826+00:00,1.0176019818900643,0.013671931096593027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:46.791787-07:00,14.254252,3.63,-0.33,3.58,0.5,20.99,862.03,62.77,34.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:46.791787+00:00,1.0209468693857424,0.013728039651579555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:46.993148-07:00,14.455613,3.86,0.36,3.84,0.11,21.26,862.01,61.87,37.0,-1.0,,,,,,,,,,,1.87784,16.8493,15893.4,28.3803,11938.0,0.297689,-1.0,17.0,-1276.0,94.0,,0.0,2023-06-06 10:45:41.260,2023-06-06 17:45:46.993148+00:00,1.0199869055254847,0.013712153342654066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:47.191996-07:00,14.654461,4.41,0.32,4.39,0.18,21.13,862.0,62.3,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:47.191996+00:00,1.0204256531299298,0.013719717793874101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:47.391746-07:00,14.854211,4.97,0.49,4.94,0.09,21.28,862.0,61.72,33.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:47.391746+00:00,1.0199057881434495,0.013710943475830715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:47.591855-07:00,15.05432,5.35,0.16,5.34,-0.24,20.65,861.99,64.17,40.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:47.591855+00:00,1.0220809310769015,0.013747831817076665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:47.792237-07:00,15.254702,5.2,1.43,4.99,0.3,22.01,861.96,59.05,36.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:47.792237+00:00,1.0173361112357608,0.013668243195368175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:47.992816-07:00,15.455281,6.55,-0.04,6.55,-0.21,20.16,861.95,65.36,31.0,-1.0,,,,,,,,,,,1.87217,16.9063,15841.9,28.3866,11926.0,0.240691,-1.0,19.0,-1298.0,94.0,,0.0,2023-06-06 10:45:42.284,2023-06-06 17:45:47.992816+00:00,1.0237408985021477,0.013776530612996416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:48.191965-07:00,15.65443,6.24,-0.07,6.23,-0.22,20.14,862.0,66.24,35.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:48.191965+00:00,1.0238700985477711,0.013777916506844647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:48.392029-07:00,15.854494,5.68,-0.37,5.66,0.08,20.88,861.98,62.44,38.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:48.392029+00:00,1.0212695775863396,0.013734285588960093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:48.592106-07:00,16.054571,4.28,-0.46,4.24,0.38,21.31,861.97,61.56,33.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:48.592106+00:00,1.019766386758912,0.013709068187610434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:48.791714-07:00,16.254179,5.35,0.17,5.35,0.04,21.03,861.99,61.93,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:48.791714+00:00,1.0207606824066682,0.013725532993779287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:48.992961-07:00,16.455426,5.68,0.11,5.68,-0.22,20.84,861.98,62.59,38.0,-1.0,,,,,,,,,,,1.87198,16.4084,15854.5,28.3928,11889.0,0.212085,-1.0,17.0,-1257.0,94.0,,0.0,2023-06-06 10:45:43.308,2023-06-06 17:45:48.992961+00:00,1.0214085305544796,0.013736632408140324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:49.191851-07:00,16.654316,5.7,0.71,5.66,0.0,21.24,861.96,61.14,38.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:49.191851+00:00,1.0199970331612727,0.013713119674716424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:49.391493-07:00,16.853958,5.17,-0.63,5.13,0.08,21.57,861.95,59.94,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:49.391493+00:00,1.0188431152947373,0.013693809678771424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:49.591623-07:00,17.054088,3.33,-0.54,3.25,0.49,22.18,861.98,57.74,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:49.591623+00:00,1.016774096426748,0.01365845624935157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:49.791507-07:00,17.253972,2.99,0.85,2.8,0.59,21.82,862.02,58.98,39.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:49.791507+00:00,1.0180622724630985,0.013679531213876809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:49.993251-07:00,17.455716,2.58,0.43,2.46,0.66,22.11,862.02,58.0,34.0,-1.0,,,,,,,,,,,1.87409,17.3577,15843.0,28.3993,11894.0,0.167363,-1.0,19.0,-1245.0,94.0,,0.0,2023-06-06 10:45:44.332,2023-06-06 17:45:49.993251+00:00,1.017062346773827,0.013662678818591891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:50.191718-07:00,17.654183,2.41,-0.2,2.34,0.53,22.66,862.04,55.95,33.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:50.191718+00:00,1.0151948744592962,0.013630913526754232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:50.392152-07:00,17.854617,2.84,-0.59,2.71,0.65,22.48,862.04,56.65,34.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:50.392152+00:00,1.0158129953448718,0.013641319148578501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:50.591688-07:00,18.054153,4.68,-0.02,4.68,0.14,21.24,862.01,61.16,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:50.591688+00:00,1.0200562004679437,0.01371332280174076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:50.791972-07:00,18.254437,4.16,0.15,4.15,0.14,21.26,862.0,61.06,34.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:50.791972+00:00,1.0199750728680268,0.013712112724121607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:50.993579-07:00,18.456044,4.14,0.64,4.06,0.49,21.33,862.02,60.76,31.0,-1.0,,,,,,,,,,,1.87064,16.2355,15929.6,28.406,11893.0,0.163481,-1.0,17.0,-1258.0,94.0,,0.0,2023-06-06 10:45:45.356,2023-06-06 17:45:50.993579+00:00,1.0197562771951918,0.013708102428279322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:51.192002-07:00,18.654467,5.02,-0.83,4.95,0.04,21.24,862.01,61.14,30.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:51.192002+00:00,1.0200562004679437,0.01371332280174076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:51.392051-07:00,18.854516,4.66,-0.66,4.61,-0.08,21.47,862.0,60.23,42.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:51.392051+00:00,1.0192480524169296,0.013699845742753288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:51.592293-07:00,19.054758,4.5,-0.51,4.47,0.02,21.56,862.01,59.9,34.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:51.592293+00:00,1.0189486100090188,0.013694635813916424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:51.791658-07:00,19.254123,5.25,0.24,5.24,0.04,21.05,862.0,61.86,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:51.791658+00:00,1.0207031312137176,0.013724402110678362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:51.993615-07:00,19.45608,3.69,0.14,3.64,0.58,21.85,861.99,58.84,37.0,-1.0,,,,,,,,,,,1.87296,16.7765,16047.5,28.4123,11870.0,0.158963,-1.0,16.0,-1271.0,94.0,,0.0,2023-06-06 10:45:46.380,2023-06-06 17:45:51.993615+00:00,1.0179233137301478,0.013677664710322132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:52.191564-07:00,19.654029,2.82,0.27,2.72,0.69,22.3,862.02,57.2,35.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:52.191564+00:00,1.016408287386834,0.013651660520078296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:52.391997-07:00,19.854462,2.88,0.43,2.79,0.56,22.39,862.05,56.94,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:52.391997+00:00,1.0161341255548713,0.013646568229318926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:52.591868-07:00,20.054333,3.31,-0.64,3.23,0.34,22.37,862.04,57.04,35.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:52.591868+00:00,1.0161911065708056,0.013647686115184415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:52.792270-07:00,20.254735,2.67,-0.92,2.47,0.46,22.3,862.06,57.44,39.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:52.792270+00:00,1.0164554514102853,0.013651821433801397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:52.992700-07:00,20.455165,4.08,-1.39,3.84,0.07,22.2,862.05,57.62,34.0,-1.0,,,,,,,,,,,1.86885,16.0737,16069.6,28.4182,11870.0,0.150605,-1.0,16.0,-1271.0,94.0,,0.0,2023-06-06 10:45:47.404,2023-06-06 17:45:52.992700+00:00,1.0167878092652334,0.013657578162805061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:53.191921-07:00,20.654386,3.86,-1.6,3.51,0.13,22.33,862.04,57.08,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:53.191921+00:00,1.0163286713611903,0.013650002877974615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:53.391866-07:00,20.854331,4.69,-1.34,4.5,-0.11,22.25,862.05,57.54,33.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:53.391866+00:00,1.0166157057091625,0.013654679056751488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:53.592293-07:00,21.054758,3.58,-0.33,3.55,0.33,22.64,862.02,56.15,38.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:53.592293+00:00,1.0152399625019106,0.013631988705381367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:53.792221-07:00,21.254686,2.33,-0.69,2.13,0.67,23.16,862.05,55.12,33.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:53.792221+00:00,1.0134935691218205,0.01360213364988798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:53.993490-07:00,21.455955,3.34,-0.15,3.31,0.42,22.42,862.07,56.97,32.0,-1.0,,,,,,,,,,,1.87121,15.8937,16183.3,28.4246,11871.0,0.143847,-1.0,15.0,-1244.0,94.0,,0.0,2023-06-06 10:45:48.428,2023-06-06 17:45:53.993490+00:00,1.0160545615991168,0.013644911840994808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:54.191771-07:00,21.654236,4.54,-1.14,4.37,0.47,21.65,862.04,59.59,39.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:54.191771+00:00,1.0186729844430273,0.013689510861108844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06 10:45:54.391901-07:00,21.854366,5.23,-1.7,4.93,0.29,21.02,862.02,62.12,37.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 17:45:54.391901+00:00,1.0208309090268897,0.013726240989301601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
